"Date"	"MSFT"	"F"	"CRAY"	"GOOG"	"HPQ"	"YHOO"	"JAVA"	"DELL"	"AAPL"	"IBM"	"LNVGY"	"CSCO"	"BAC"	"INTC"	"AMD"	"SNE"	"NVDA"	"AMZN"	"CREAF"	"EK"
08/23/05	26.87	9.80	4.32	279.58	26.71	33.11	14.36	35.73	45.74	82.03	8.10	17.76	43.34	25.72	20.50	34.10	9.72	43.42	7.25	24.99
08/24/05	26.81	9.92	4.40	282.57	26.72	33.47	14.36	35.38	45.77	81.32	8.05	17.52	42.91	25.53	20.65	33.33	9.73	42.37	7.17	25.04
08/25/05	27.03	9.82	4.40	282.59	26.90	33.48	14.52	35.48	46.06	81.10	8.15	17.48	43.07	25.46	20.99	33.60	9.79	42.31	7.19	25.00
08/26/05	26.97	9.77	4.24	283.58	27.01	33.57	14.68	35.32	45.74	80.38	8.20	17.40	42.84	25.41	21.00	33.66	9.64	42.37	7.80	25.00
08/29/05	27.15	9.77	4.16	288.45	26.69	33.68	14.84	35.20	45.84	81.34	8.40	17.64	43.36	25.73	20.84	33.43	9.66	42.79	7.75	24.76
08/30/05	27.18	9.75	4.40	287.27	27.10	33.18	14.92	35.40	46.57	80.54	8.25	17.51	43.10	25.57	20.37	33.00	10.01	42.49	7.94	24.27
08/31/05	27.38	9.97	4.44	286.00	27.76	33.32	15.20	35.60	46.89	80.62	8.35	17.62	43.03	25.72	20.77	33.62	10.23	42.70	8.43	24.37
09/01/05	27.20	9.73	4.24	286.25	27.90	33.24	15.28	35.03	46.26	79.54	8.65	17.65	43.10	25.26	20.88	33.86	10.24	41.84	8.07	25.57
09/02/05	27.02	9.86	4.40	288.45	27.60	33.17	15.28	34.98	46.22	79.46	8.40	17.72	42.91	25.28	20.90	34.09	10.07	41.51	7.97	26.20
09/06/05	27.00	9.96	4.40	287.11	27.25	33.68	15.36	35.53	48.80	81.02	8.30	18.20	43.35	25.70	21.52	35.46	10.15	43.62	8.17	25.98
09/07/05	26.85	10.13	4.44	294.87	27.46	34.06	15.72	35.12	48.68	80.98	8.60	18.40	43.31	25.66	22.55	35.58	10.48	43.73	7.96	25.95
09/08/05	26.61	9.92	4.52	295.39	27.85	33.34	15.92	34.57	49.78	80.80	8.50	18.37	43.03	26.09	23.08	35.50	10.60	42.96	7.90	25.50
09/09/05	26.58	9.90	4.40	299.09	27.81	33.46	16.00	34.65	51.31	81.44	8.40	18.58	42.95	25.25	23.85	36.31	10.74	42.95	8.08	26.23
09/12/05	26.61	9.92	4.36	309.74	27.74	33.91	16.40	34.83	51.40	81.48	8.40	18.48	42.70	24.99	23.38	36.19	10.70	44.50	8.11	25.52
09/13/05	26.48	9.82	4.36	311.68	27.53	34.30	16.40	34.91	50.82	80.75	8.45	18.25	42.66	24.90	23.30	36.40	11.02	43.93	8.01	25.57
09/14/05	26.31	9.96	4.28	303.00	27.50	33.80	16.32	34.69	49.61	80.48	8.34	17.84	42.64	24.49	23.63	35.90	10.89	43.10	7.83	25.35
09/15/05	26.27	9.86	4.10	302.62	27.87	33.57	15.72	34.65	49.87	80.01	8.70	18.03	42.73	24.55	23.64	36.30	11.08	42.71	7.84	25.40
09/16/05	26.07	9.93	4.08	300.20	28.34	33.17	16.08	34.86	51.21	80.33	9.15	18.42	43.68	24.81	22.65	36.70	11.09	42.80	7.81	25.41
09/19/05	26.00	9.71	4.08	303.79	28.88	32.75	16.16	34.31	52.64	79.43	9.15	18.17	43.39	24.68	22.34	36.55	10.93	42.75	7.81	25.05
09/20/05	25.84	9.76	4.04	307.91	28.28	32.64	15.92	33.80	53.19	78.70	9.65	17.97	43.00	24.48	23.00	35.97	11.15	41.87	7.68	25.07
09/21/05	25.49	9.66	3.90	311.90	28.09	31.97	15.76	33.36	52.11	77.56	9.50	17.85	42.26	24.50	22.10	35.97	11.05	41.25	7.61	24.75
09/22/05	25.34	9.72	3.76	311.37	28.01	32.04	15.56	33.99	51.90	78.21	9.70	18.11	42.19	24.56	22.21	33.95	10.75	42.08	7.68	25.27
09/23/05	25.27	9.79	3.72	315.36	28.47	32.13	15.48	34.09	53.20	78.00	9.70	18.05	42.23	24.38	22.98	33.71	10.91	42.19	7.64	25.51
09/26/05	25.27	9.96	3.80	314.28	28.94	32.18	15.72	33.82	53.84	77.41	9.55	17.92	42.00	24.22	23.63	33.83	11.00	43.34	7.67	25.81
09/27/05	25.34	9.85	3.92	313.94	28.37	32.48	15.28	33.97	53.44	77.99	9.25	17.72	41.92	23.83	23.77	34.03	11.04	43.16	7.70	25.01
09/28/05	25.67	9.95	3.88	306.00	28.52	32.35	15.52	33.94	51.08	79.50	9.25	17.92	41.60	23.95	24.17	33.53	11.10	43.37	7.49	24.89
09/29/05	25.94	9.86	3.80	309.62	28.94	33.46	15.48	34.45	52.34	80.36	9.60	17.86	42.10	24.48	24.87	33.38	11.33	44.79	7.39	24.44
09/30/05	25.73	9.86	3.68	316.46	29.20	33.84	15.72	34.20	53.61	80.22	9.84	17.92	42.10	24.65	25.20	33.19	11.43	45.30	7.32	24.33
10/03/05	25.50	9.89	3.84	318.68	28.90	33.77	16.76	33.97	54.44	80.45	9.65	17.74	42.05	24.60	25.66	33.07	11.75	46.01	7.41	24.10
10/04/05	24.98	9.78	3.76	311.00	28.55	33.57	16.80	33.39	53.75	80.11	9.55	17.67	41.91	24.50	24.36	34.23	11.59	44.93	7.16	23.16
10/05/05	24.67	9.42	3.84	310.71	27.47	33.49	16.84	32.59	52.78	79.82	9.45	17.50	41.96	24.07	24.00	33.59	11.21	44.49	7.30	23.51
10/06/05	24.73	9.32	3.76	312.75	26.89	33.80	16.72	31.67	51.70	79.70	9.30	17.73	42.23	23.76	23.83	33.16	11.17	44.01	7.22	23.50
10/07/05	24.59	9.23	3.84	312.99	27.10	34.16	16.68	32.08	51.30	80.50	9.20	17.63	42.27	23.82	24.00	33.05	11.03	43.72	7.18	23.58
10/10/05	24.46	8.93	3.96	310.65	26.67	34.53	16.24	32.82	50.37	81.25	9.25	17.49	42.09	23.42	23.11	33.10	10.75	43.76	7.33	23.39
10/11/05	24.41	8.71	3.92	306.10	27.24	34.10	16.00	32.53	51.59	83.19	9.25	17.19	41.89	23.42	23.29	32.84	10.61	43.40	7.27	22.74
10/12/05	24.30	8.69	3.76	300.97	27.30	33.93	15.70	32.65	49.25	82.19	8.90	17.43	41.89	23.24	21.00	32.92	10.74	42.55	7.17	22.50
10/13/05	24.59	8.99	3.68	297.44	27.24	33.37	15.84	33.11	53.74	82.20	8.70	17.30	42.00	23.20	21.63	32.83	10.68	42.62	7.20	22.61
10/14/05	24.67	8.61	3.68	296.14	27.54	33.52	15.92	32.93	54.00	82.35	8.65	17.27	42.05	23.23	21.19	33.47	10.68	43.79	7.60	22.88
10/17/05	24.53	8.66	3.84	305.00	27.38	34.16	15.76	33.15	53.44	82.59	8.90	17.17	42.05	23.46	21.37	33.46	10.79	45.02	7.36	22.86
10/18/05	24.57	8.47	4.20	303.28	27.73	33.70	15.68	32.18	52.21	83.48	8.95	16.98	41.57	23.72	21.05	33.18	10.61	44.65	7.36	23.14
10/19/05	25.09	8.47	4.04	308.70	27.64	35.91	15.88	32.38	54.94	84.17	8.70	17.20	42.44	23.69	21.34	33.25	10.52	45.86	7.34	22.06
10/20/05	24.79	8.42	4.28	303.20	27.42	35.26	15.64	31.95	56.14	83.17	8.80	16.93	42.20	23.62	21.00	32.86	10.59	45.01	7.43	22.21
10/21/05	24.78	8.25	4.76	339.90	27.57	35.29	15.56	32.05	55.66	83.33	9.10	17.03	42.26	23.15	21.85	32.69	10.65	45.95	7.48	22.29
10/24/05	25.10	8.60	4.96	348.65	28.25	35.28	16.12	31.83	56.79	83.47	9.25	17.16	43.38	23.10	22.12	32.79	10.94	46.93	7.38	22.36
10/25/05	25.03	8.63	5.20	346.91	27.48	35.12	15.88	31.83	56.10	83.36	9.55	17.12	43.18	23.11	22.35	32.34	11.01	46.17	7.36	22.10
10/26/05	25.11	8.52	5.12	355.44	26.96	35.46	15.68	31.75	57.03	82.89	10.00	17.10	43.20	23.07	22.82	32.37	10.71	39.75	7.37	21.95
10/27/05	24.85	8.14	4.48	353.06	26.80	35.45	15.60	31.14	55.41	82.31	9.75	17.05	43.18	22.84	21.82	31.82	10.49	39.06	7.12	20.95
10/28/05	25.53	8.02	4.68	358.17	27.96	35.58	15.52	31.06	54.47	81.42	9.55	17.14	43.98	23.33	22.32	32.43	10.81	38.95	7.33	21.44
10/31/05	25.70	8.32	4.72	372.14	28.04	36.97	16.00	31.88	57.59	81.88	9.90	17.45	43.74	23.50	23.22	32.80	11.19	39.86	7.45	21.90
11/01/05	25.96	8.22	4.64	379.38	28.28	37.72	15.40	29.24	57.50	81.59	9.15	17.48	43.62	22.65	23.08	32.95	11.05	40.37	7.24	21.63
11/02/05	26.46	8.27	4.64	379.68	28.79	37.99	14.92	29.34	59.95	81.06	9.35	17.63	44.08	23.37	24.20	32.75	11.69	40.75	7.37	22.57
11/03/05	26.44	8.38	4.72	385.95	28.74	37.45	15.64	29.72	61.85	82.87	8.90	17.51	44.01	23.89	24.50	32.94	11.56	41.56	7.36	22.38
11/04/05	26.66	8.29	4.76	390.43	28.53	37.87	15.60	29.76	61.15	83.00	8.80	17.87	44.23	23.99	24.63	33.30	11.36	41.09	7.57	22.52
11/07/05	27.01	8.34	5.00	395.03	28.73	37.90	15.56	29.60	60.23	83.61	8.90	17.85	44.46	24.50	24.89	33.48	11.31	41.39	7.61	22.67
11/08/05	27.05	8.26	5.04	389.90	28.54	37.97	15.08	29.09	59.90	83.15	8.95	17.86	44.39	24.55	24.54	33.47	11.10	41.95	7.54	22.17
11/09/05	26.96	8.03	4.84	379.15	28.23	37.75	15.12	29.02	60.11	82.84	9.15	17.75	44.54	24.80	24.52	34.29	11.60	41.40	7.39	22.57
11/10/05	27.09	7.82	4.72	391.10	28.27	38.69	14.72	29.21	61.18	83.99	9.25	17.15	45.30	25.24	24.82	34.08	11.17	42.18	7.47	22.16
11/11/05	27.28	7.97	4.36	390.40	28.52	38.49	14.80	29.40	61.54	84.55	9.45	17.47	45.46	25.13	24.76	33.90	11.35	42.68	7.45	22.33
11/14/05	27.35	7.93	4.56	396.97	28.20	38.45	14.76	29.46	61.45	84.36	9.30	17.35	45.62	25.37	25.00	33.89	11.59	42.53	7.20	22.25
11/15/05	27.50	7.84	4.72	392.80	28.12	37.65	14.72	29.81	62.28	85.53	9.40	17.27	45.25	25.08	25.50	33.71	11.62	44.45	7.29	21.52
11/16/05	27.74	7.65	5.04	398.15	28.27	40.04	14.64	29.77	64.95	86.54	9.50	17.22	44.97	24.87	25.55	33.63	11.58	45.30	7.53	21.71
11/17/05	27.97	7.80	5.20	403.45	29.00	42.23	14.72	29.87	64.52	86.89	9.50	17.37	45.34	25.11	25.89	34.68	12.09	46.74	7.42	21.80
11/18/05	28.07	8.40	5.44	400.21	29.40	41.54	15.00	29.85	64.56	87.77	9.80	17.02	45.56	25.30	26.74	35.21	12.07	47.98	7.50	21.85
11/21/05	28.16	8.32	6.60	409.36	29.28	42.27	15.16	30.04	64.96	87.29	9.85	17.06	45.84	25.25	27.04	36.46	12.28	47.99	7.74	22.08
11/22/05	27.91	8.34	6.52	416.47	29.35	42.36	15.08	30.00	66.52	87.99	9.95	17.28	46.10	26.16	27.09	36.25	12.61	48.85	8.05	22.15
11/23/05	27.92	8.43	6.00	422.86	29.38	42.50	15.68	30.31	67.11	88.80	9.90	17.44	46.71	26.64	26.22	36.69	12.57	48.24	8.13	24.02
11/25/05	27.76	8.32	5.72	428.62	29.73	42.13	15.60	30.33	69.34	88.80	9.70	17.55	46.99	26.81	26.52	36.46	12.70	48.06	8.03	24.30
11/28/05	27.75	8.36	5.40	423.48	29.96	41.11	15.68	30.22	69.66	89.11	9.65	17.48	46.56	26.86	26.49	37.36	12.63	48.35	7.92	24.15
11/29/05	27.68	8.53	5.76	403.54	29.96	40.19	15.56	30.42	68.10	89.10	9.75	17.51	46.78	26.78	25.58	37.10	11.83	48.55	7.85	24.05
11/30/05	27.68	8.13	6.04	404.91	29.67	40.23	15.08	30.15	67.82	88.90	9.80	17.54	45.89	26.68	26.18	37.01	12.06	48.46	8.28	23.97
12/01/05	27.89	8.10	6.00	414.09	29.56	41.07	15.53	30.83	71.60	89.21	9.75	17.69	45.88	27.18	27.41	37.50	12.20	49.00	8.23	24.40
12/02/05	28.01	8.15	6.40	417.70	29.23	41.21	15.80	30.82	72.63	88.65	10.00	17.64	46.13	27.43	27.95	37.61	12.20	49.06	8.40	24.33
12/05/05	27.85	8.06	6.60	405.85	29.79	40.47	16.00	31.26	71.82	88.43	10.00	17.50	46.43	26.90	27.27	37.75	11.98	48.83	8.32	24.12
12/06/05	27.69	8.11	6.80	404.54	29.62	40.19	16.36	31.66	74.05	89.14	9.75	17.56	46.31	26.67	26.95	37.09	12.03	49.26	8.16	24.85
12/07/05	27.75	8.20	6.32	404.22	29.52	40.11	16.08	31.78	73.95	88.72	9.75	17.78	45.86	26.15	26.67	36.98	12.05	48.83	8.15	24.60
12/08/05	27.69	8.17	6.24	410.65	29.23	40.35	16.72	31.65	74.08	87.50	9.55	17.64	45.78	25.70	25.65	36.44	11.95	48.35	7.93	24.25
12/09/05	27.71	8.18	6.16	409.20	29.92	40.31	17.32	32.17	74.33	86.97	9.50	17.55	45.90	26.08	26.90	37.15	12.12	48.74	8.18	24.44
12/12/05	27.45	8.19	6.16	412.61	29.97	40.08	17.40	32.38	74.91	85.96	9.60	17.52	45.74	26.62	26.99	37.30	12.30	49.07	8.80	24.55
12/13/05	27.13	8.13	5.92	417.49	29.07	41.20	17.96	32.88	74.98	83.71	9.60	17.50	46.50	26.72	27.03	37.37	12.46	49.50	8.57	24.31
12/14/05	27.09	8.16	5.84	418.96	29.61	41.30	17.68	32.83	72.01	83.13	9.65	17.69	46.78	26.63	27.55	37.01	12.34	49.41	8.22	24.49
12/15/05	26.92	8.17	5.96	422.53	29.20	41.75	17.84	32.89	72.18	83.53	9.60	17.76	46.68	26.58	27.90	36.95	12.18	49.48	8.32	24.29
12/16/05	26.90	8.30	6.16	430.15	28.92	42.32	17.72	32.55	71.11	83.37	9.60	17.52	46.97	26.38	28.17	36.91	12.29	49.21	8.46	24.08
12/19/05	26.83	8.23	5.96	424.60	28.87	41.05	17.24	31.90	71.38	82.76	9.45	17.47	46.53	25.78	28.12	37.21	12.09	48.37	8.25	23.59
12/20/05	26.86	8.05	5.64	429.74	28.85	40.68	16.92	31.25	72.11	82.48	9.55	17.31	46.69	25.81	29.22	37.38	12.08	48.14	8.07	23.17
12/21/05	26.73	8.02	5.60	426.33	28.77	40.47	17.12	30.93	73.50	83.12	9.80	17.21	46.64	25.88	29.34	37.41	12.06	48.97	8.17	23.65
12/22/05	26.59	7.95	5.72	432.04	28.90	40.83	17.28	31.04	74.02	83.22	9.40	17.29	46.92	25.97	30.02	38.76	12.42	49.22	8.36	23.25
12/23/05	26.64	7.90	5.44	430.93	28.77	40.63	17.44	31.17	73.35	83.48	9.40	17.35	46.94	25.97	30.50	39.31	12.52	49.22	8.31	23.09
12/27/05	26.46	7.89	5.40	424.64	28.74	39.94	17.16	30.92	74.23	82.99	9.40	17.25	46.56	25.46	31.20	38.98	12.60	48.56	8.30	23.04
12/28/05	26.39	7.84	5.20	426.69	28.80	40.25	17.28	30.63	73.57	83.10	9.15	17.29	46.27	25.44	31.70	40.69	12.71	48.06	8.45	23.47
12/29/05	26.27	7.81	5.16	420.15	28.74	39.56	17.00	30.28	71.45	82.40	9.16	17.24	46.19	25.07	30.53	41.17	12.43	47.99	8.59	23.54
12/30/05	26.15	7.72	5.32	414.86	28.63	39.18	16.76	29.95	71.89	82.20	9.16	17.12	46.15	24.96	30.60	40.80	12.19	47.15	8.42	23.40
01/03/06	26.84	7.83	5.20	435.23	28.77	40.91	17.28	30.61	74.75	82.06	9.20	17.45	47.08	25.57	32.40	41.99	12.75	47.58	8.46	24.07
01/04/06	26.97	8.01	5.60	445.24	29.61	40.97	17.64	30.76	74.97	81.95	9.20	17.85	46.58	25.91	32.56	41.36	13.10	47.25	8.40	24.26
01/05/06	26.99	8.35	5.80	451.24	29.40	41.53	18.75	30.75	74.38	82.50	9.09	18.35	46.64	26.27	33.68	42.07	13.40	47.65	8.82	24.11
01/06/06	26.91	8.52	6.00	465.66	30.24	43.21	18.84	30.64	76.30	84.95	8.95	18.77	46.57	26.31	33.78	42.29	13.62	47.87	8.58	24.38
01/09/06	26.86	8.62	5.64	466.90	30.62	43.42	18.56	31.32	76.05	83.73	9.00	19.06	46.60	26.47	33.25	42.80	14.00	47.08	8.86	25.64
01/10/06	27.00	8.77	5.56	469.76	30.78	42.98	18.04	31.35	80.86	84.07	8.75	18.97	46.21	26.12	34.93	42.38	14.00	45.65	8.93	25.69
01/11/06	27.29	8.93	7.40	471.63	31.34	41.87	18.08	31.24	83.90	84.17	8.95	19.40	46.10	26.14	36.27	44.64	14.51	44.93	8.78	26.28
01/12/06	27.14	8.56	7.08	463.63	31.02	40.89	17.60	30.73	84.29	83.57	8.85	19.20	45.80	25.97	35.35	44.70	14.30	44.36	8.45	25.51
01/13/06	27.19	8.55	7.16	466.25	31.90	39.90	18.84	30.58	85.59	83.17	9.15	18.92	45.80	25.79	34.13	44.64	14.18	44.40	8.49	24.91
01/17/06	26.99	8.31	7.32	467.11	31.66	40.11	18.44	30.38	84.71	83.00	8.85	18.68	45.31	25.52	32.86	42.95	14.17	44.00	8.45	24.61
01/18/06	26.83	8.21	7.92	444.91	31.67	35.18	18.36	29.97	82.49	83.80	8.95	18.73	45.26	22.60	34.15	42.61	14.24	44.32	7.97	24.78
01/19/06	27.02	8.22	8.56	436.45	32.24	34.33	18.80	30.50	79.04	83.09	9.35	19.02	45.14	22.40	37.13	43.01	15.03	44.45	7.93	24.69
01/20/06	26.41	7.90	8.48	399.46	31.74	33.74	17.92	29.96	76.09	81.36	9.40	18.51	44.19	21.76	35.70	42.30	14.61	43.92	7.92	24.28
01/23/06	26.35	8.32	8.48	427.50	31.34	34.17	17.56	30.22	77.67	81.41	9.38	18.16	43.96	21.35	35.47	43.55	14.69	43.73	7.90	24.41
01/24/06	26.28	8.40	9.52	443.03	31.37	34.87	17.48	29.90	76.04	80.85	8.95	18.33	44.24	21.28	36.77	43.92	14.77	44.02	7.83	24.91
01/25/06	26.40	8.62	9.64	433.00	32.11	34.49	17.76	29.46	74.20	80.91	9.05	18.57	44.63	21.21	38.38	43.29	14.64	43.60	7.75	25.27
01/26/06	26.50	8.67	9.90	434.27	31.60	35.17	17.56	29.31	72.33	80.72	8.75	18.58	44.90	21.49	40.41	48.57	15.14	44.68	7.89	26.24
01/27/06	27.79	8.65	9.12	433.49	31.29	35.09	17.16	29.27	72.03	81.02	8.20	18.78	44.80	21.67	39.85	50.30	15.42	45.22	7.87	26.37
01/30/06	28.00	8.68	8.68	426.82	31.28	35.05	17.48	29.66	75.00	81.63	8.25	18.89	44.48	21.65	41.40	49.80	15.25	44.96	7.78	25.75
01/31/06	28.15	8.58	9.00	432.66	31.18	34.38	18.00	29.31	75.51	81.30	8.15	18.57	44.23	21.26	41.80	48.90	14.99	44.82	7.94	25.10
02/01/06	28.04	8.66	9.52	401.78	31.23	35.00	18.08	29.76	75.42	81.94	8.10	18.58	43.95	21.55	42.10	47.99	15.00	43.98	7.97	25.04
02/02/06	27.68	8.37	9.56	396.04	30.91	34.25	18.12	29.00	72.10	81.23	8.25	18.37	43.44	21.20	41.02	48.90	14.55	42.74	7.98	24.43
02/03/06	27.54	8.26	9.36	381.56	30.56	33.54	17.72	29.26	71.85	79.97	8.30	18.15	43.09	20.74	39.54	48.69	14.68	38.33	7.87	24.11
02/06/06	27.17	8.11	9.52	385.10	30.27	32.92	17.44	29.32	67.30	79.51	8.15	17.83	43.37	20.61	41.22	48.83	15.09	37.95	7.87	24.23
02/07/06	26.94	8.09	9.32	367.92	30.37	33.02	17.16	29.69	67.60	79.85	8.15	18.09	43.49	20.67	41.01	48.00	14.56	37.52	7.88	23.99
02/08/06	26.91	8.23	9.00	369.08	32.01	33.00	17.52	31.52	68.81	80.80	7.95	19.40	43.67	20.67	40.86	48.01	14.98	38.17	8.08	23.96
02/09/06	26.66	8.36	9.08	358.77	31.60	32.50	17.48	31.21	64.95	80.40	7.90	19.55	43.83	21.00	40.06	49.15	14.72	37.99	8.08	24.49
02/10/06	26.69	8.27	8.80	362.61	31.51	32.51	17.52	31.79	67.31	81.33	8.10	19.76	43.92	21.29	40.10	49.62	14.64	38.52	7.97	24.57
02/13/06	26.39	8.20	8.36	345.70	31.74	32.04	17.32	31.57	64.71	80.44	8.10	19.55	43.70	21.13	38.96	48.73	14.69	37.86	7.96	24.27
02/14/06	26.65	8.30	8.44	343.32	32.49	32.72	17.56	32.00	67.64	81.09	8.20	19.70	44.16	21.37	40.22	49.80	14.72	38.25	8.02	24.90
02/15/06	26.88	8.38	8.72	342.38	31.67	33.02	17.28	31.77	69.22	80.85	8.05	19.94	44.36	21.35	40.24	47.39	15.00	39.26	7.93	26.54
02/16/06	26.81	8.39	8.48	366.46	34.02	32.75	17.48	31.96	70.57	80.91	8.20	19.98	44.69	21.35	41.74	47.73	15.74	39.15	7.92	26.41
02/17/06	26.70	8.45	8.48	368.75	34.07	32.76	17.20	30.38	70.29	80.71	8.30	19.86	44.66	20.61	40.33	46.01	15.83	39.19	7.90	26.27
02/21/06	26.54	8.39	7.80	366.59	32.51	32.39	17.00	29.81	69.08	80.50	8.70	19.58	44.55	20.62	40.05	45.78	15.49	38.29	7.96	26.00
02/22/06	26.72	8.30	7.80	365.49	32.94	33.16	17.20	29.75	71.32	81.35	8.70	19.67	45.08	20.15	40.80	46.85	15.47	38.72	7.80	27.40
02/23/06	26.66	8.17	7.80	378.07	32.37	33.15	17.08	29.08	71.75	80.20	8.65	19.72	45.37	20.29	40.39	47.51	15.23	37.90	7.70	28.04
02/24/06	26.63	8.10	7.56	377.40	32.02	33.01	17.12	29.10	71.46	80.10	8.52	19.85	45.72	20.36	40.54	48.29	15.23	38.35	7.77	28.25
02/27/06	27.05	8.08	7.84	390.38	33.41	32.74	17.24	29.44	70.99	80.63	8.50	19.97	45.98	20.52	40.62	48.26	15.84	38.01	7.81	28.33
02/28/06	26.87	7.97	7.84	362.62	32.81	32.06	16.68	29.00	68.49	80.24	8.40	20.24	45.85	20.60	38.67	46.88	15.72	37.44	7.68	28.05
03/01/06	27.14	7.95	8.04	364.80	34.05	32.18	17.16	29.27	69.10	79.90	8.30	21.06	45.60	20.80	40.07	47.15	16.31	37.12	7.66	27.80
03/02/06	26.97	7.66	8.40	376.45	34.19	31.70	17.08	29.56	69.61	79.94	8.35	20.88	45.15	20.49	41.33	45.99	16.34	36.88	7.62	27.81
03/03/06	26.93	7.57	8.44	378.18	33.26	31.45	17.72	29.13	67.72	79.96	8.30	21.04	45.19	20.32	39.51	45.51	16.39	37.21	7.55	27.92
03/06/06	26.91	7.69	8.68	368.10	32.86	31.57	17.96	29.12	65.48	80.00	8.25	21.05	45.21	20.30	39.39	46.36	16.36	36.86	7.44	27.75
03/07/06	27.06	7.65	8.36	364.45	32.96	31.43	17.84	29.13	66.31	80.29	8.05	20.87	45.62	20.06	38.27	45.52	16.08	36.93	7.31	27.84
03/08/06	27.25	7.55	8.20	353.88	32.68	30.99	17.40	28.95	65.66	81.14	7.95	20.86	45.71	20.01	37.09	46.21	16.00	36.81	7.26	28.03
03/09/06	27.00	7.75	8.08	343.00	32.76	30.28	18.04	28.90	63.93	81.02	7.85	20.44	45.55	19.75	36.21	46.70	16.08	36.12	7.25	28.53
03/10/06	27.17	7.84	7.92	337.50	32.99	30.58	18.32	29.09	63.19	81.57	8.10	20.82	45.95	19.85	36.63	46.78	15.80	36.22	7.36	28.99
03/13/06	27.11	7.86	7.64	337.06	33.22	30.15	18.16	29.26	65.68	81.93	8.15	20.86	45.94	19.73	34.00	46.78	15.99	36.19	7.55	28.28
03/14/06	27.23	7.73	7.84	351.16	33.40	30.99	18.68	29.65	67.32	82.88	8.10	21.25	46.26	19.76	34.99	46.51	16.44	36.91	7.47	28.55
03/15/06	27.36	7.85	8.04	344.50	33.89	30.53	19.44	29.56	66.23	83.38	8.10	21.44	46.40	19.92	35.12	46.68	16.70	36.89	7.41	28.90
